auction_date,bond_type,auction_type,round,settlement_date,maturity_date,quantity_tendered,average_rate,accepted_rate,quantity_accepted,total_amount_accepted,quantity_to_central_bank,total_amount_to_central_bank,benchmark
2009-04-14,NTN-B,Venda,1,2009-04-15,2045-05-15,750000.0,0.0705,0.0705,351150,568748379.68,0.0,0.0,
2009-04-15,NTN-B,Compra,1,2009-04-16,2024-08-15,120000.0,0.0,0.0,0,0.0,0.0,0.0,
2009-04-15,NTN-B,Compra,1,2009-04-16,2035-05-15,114000.0,0.0,0.0,0,0.0,0.0,0.0,
2009-04-15,NTN-B,Compra,1,2009-04-16,2045-05-15,182000.0,0.070999,0.070999,98000,157791454.33,0.0,0.0,
2009-04-16,LFT,Venda,1,2009-04-17,2013-03-07,500000.0,0.0,0.0,406250,1565921500.0,0.0,0.0,
2009-04-16,LFT,Venda,1,2009-04-17,2015-03-07,500000.0,9e-06,9e-06,83400,321454600.34,0.0,0.0,
2009-04-16,LTN,Venda,1,2009-04-17,2009-10-01,500000.0,0.097983,0.097983,500000,479119720.5,0.0,0.0,
2009-04-16,LTN,Venda,2,2009-04-17,2009-10-01,100000.0,0.097983,0.097983,0,0.0,0.0,0.0,
2009-04-16,LTN,Venda,1,2009-04-17,2011-01-01,1000000.0,0.104,0.104,1000000,844987398.7,0.0,0.0,
2009-04-16,LTN,Venda,2,2009-04-17,2011-01-01,200000.0,0.104,0.104,0,0.0,0.0,0.0,
2009-04-16,NTN-F,Venda,1,2009-04-17,2013-01-01,300000.0,0.120883,0.1211,113100,109854923.1,0.0,0.0,
2009-04-16,NTN-F,Venda,1,2009-04-17,2017-01-01,300000.0,0.12812,0.128299,220000,198001830.0,0.0,0.0,
2009-04-23,NTN-F,Compra,1,2009-04-24,2014-01-01,150000.0,0.0,0.0,0,0.0,0.0,0.0,
2009-04-23,NTN-F,Compra,1,2009-04-24,2017-01-01,150000.0,0.0,0.0,0,0.0,0.0,0.0,
2009-04-23,LFT,Venda,1,2009-04-24,2013-03-07,750000.0,0.0,0.0,398000,1536701302.88,0.0,0.0,
2009-04-23,LFT,Venda,1,2009-04-24,2015-03-07,750000.0,9e-06,9e-06,206800,798423790.74,0.0,0.0,
2009-04-23,LTN,Venda,1,2009-04-24,2010-04-01,500000.0,0.09989,0.09989,500000,457520002.5,0.0,0.0,
2009-04-23,LTN,Venda,2,2009-04-24,2010-04-01,100000.0,0.09989,0.09989,0,0.0,0.0,0.0,
2009-04-23,LTN,Venda,1,2009-04-24,2011-01-01,1500000.0,0.105379,0.10559,1280000,1081005257.74,0.0,0.0,
2009-04-23,NTN-F,Venda,1,2009-04-24,2013-01-01,300000.0,0.12094,0.120984,300000,291875435.64,0.0,0.0,
2009-04-23,NTN-F,Venda,2,2009-04-24,2013-01-01,60000.0,0.12094,0.12094,0,0.0,0.0,0.0,
2009-04-23,NTN-F,Venda,1,2009-04-24,2017-01-01,300000.0,0.12896,0.128999,175000,157191652.46,0.0,0.0,
2009-04-28,NTN-B,Venda,1,2009-04-29,2011-11-15,500000.0,0.0663,0.0663,6900,12704161.75,0.0,0.0,
2009-04-28,NTN-B,Venda,1,2009-04-29,2014-08-15,500000.0,0.0724,0.0724,173200,302262896.14,0.0,0.0,
2009-04-28,NTN-B,Venda,1,2009-04-29,2020-08-15,500000.0,0.0717,0.0717,74350,125113095.21,0.0,0.0,
2009-04-30,LFT,Venda,1,2009-05-04,2013-03-07,300000.0,0.0,0.0,50950,197127186.08,0.0,0.0,
2009-04-30,LFT,Venda,1,2009-05-04,2015-03-07,300000.0,1e-06,1e-06,25000,96725222.42,0.0,0.0,
2009-04-30,LTN,Venda,1,2009-05-04,2009-10-01,500000.0,0.097695,0.097695,500000,480775002.5,0.0,0.0,
2009-04-30,LTN,Venda,2,2009-05-04,2009-10-01,100000.0,0.097695,0.097695,0,0.0,0.0,0.0,
2009-04-30,LTN,Venda,1,2009-05-04,2011-01-01,1500000.0,0.105129,0.105184,1500000,1269802049.4,0.0,0.0,
2009-04-30,LTN,Venda,2,2009-05-04,2011-01-01,300000.0,0.105129,0.105129,0,0.0,0.0,0.0,
2009-04-30,NTN-F,Venda,1,2009-05-04,2013-01-01,150000.0,0.122699,0.122998,150000,145572681.15,0.0,0.0,
2009-04-30,NTN-F,Venda,2,2009-05-04,2013-01-01,30000.0,0.122699,0.122699,0,0.0,0.0,0.0,
2009-04-30,NTN-F,Venda,1,2009-05-04,2017-01-01,150000.0,0.130799,0.130899,150000,133923510.0,0.0,0.0,
2009-04-30,NTN-F,Venda,2,2009-05-04,2017-01-01,30000.0,0.130799,0.130799,0,0.0,0.0,0.0,
2009-05-06,LFT,Troca,1,2009-05-08,2013-03-07,500000.0,0.0,0.0,220700,855207931.28,0.0,0.0,
2009-05-06,LFT,Troca,1,2009-05-08,2015-03-07,500000.0,0.0,0.0,0,0.0,0.0,0.0,
2009-05-06,LTN,Troca,1,2009-05-08,2009-10-01,500000.0,0.097461,0.097469,500000,481528368.1,0.0,0.0,
2009-05-06,LTN,Troca,1,2009-05-08,2010-04-01,500000.0,0.098569,0.098569,500000,459573157.5,0.0,0.0,
2009-05-06,LFT,Venda,1,2009-05-08,2013-03-07,500000.0,0.0,0.0,220700,855207931.28,0.0,0.0,
2009-05-06,LFT,Venda,1,2009-05-08,2015-03-07,500000.0,0.0,0.0,0,0.0,0.0,0.0,
2009-05-06,LTN,Venda,1,2009-05-08,2009-10-01,500000.0,0.097461,0.097469,500000,481528368.1,0.0,0.0,
2009-05-06,LTN,Venda,1,2009-05-08,2010-04-01,500000.0,0.098569,0.098569,500000,459573157.5,0.0,0.0,
2009-05-07,LFT,Venda,1,2009-05-08,2013-03-07,500000.0,0.0,0.0,382700,1482954577.67,0.0,0.0,
2009-05-07,LFT,Venda,2,2009-05-08,2013-03-07,19135.0,0.0,0.0,0,0.0,0.0,0.0,
2009-05-07,LFT,Venda,1,2009-05-08,2015-03-07,500000.0,0.0,0.0,117300,454535071.75,0.0,0.0,
2009-05-07,LFT,Venda,2,2009-05-08,2015-03-07,5865.0,0.0,0.0,0,0.0,0.0,0.0,
2009-05-07,LTN,Venda,1,2009-05-08,2010-04-01,500000.0,0.097245,0.097398,500000,460070692.78,0.0,0.0,
2009-05-07,LTN,Venda,2,2009-05-08,2010-04-01,100000.0,0.097245,0.097245,0,0.0,0.0,0.0,
2009-05-07,LTN,Venda,1,2009-05-08,2011-01-01,3000000.0,0.103626,0.10378,3000000,2549357966.95,0.0,0.0,
2009-05-07,LTN,Venda,2,2009-05-08,2011-01-01,600000.0,0.103626,0.103626,305426,259546735.46,0.0,0.0,
2009-05-07,NTN-F,Venda,1,2009-05-08,2013-01-01,500000.0,0.120711,0.12097,371650,363287218.42,0.0,0.0,
2009-05-07,NTN-F,Venda,1,2009-05-08,2017-01-01,500000.0,0.127752,0.127999,500000,453580286.13,0.0,0.0,
2009-05-07,NTN-F,Venda,2,2009-05-08,2017-01-01,100000.0,0.127752,0.127752,38375,34812286.94,0.0,0.0,
2009-05-12,NTN-B,Venda,1,2009-05-13,2011-11-15,500000.0,0.0628,0.0628,3250,6057936.82,0.0,0.0,
2009-05-12,NTN-B,Venda,1,2009-05-13,2014-08-15,500000.0,0.0709,0.0709,269250,475211038.67,0.0,0.0,
2009-05-12,NTN-B,Venda,1,2009-05-13,2014-08-15,500000.0,0.0709,0.0709,269250,475211038.84,0.0,0.0,
2009-05-12,NTN-B,Venda,1,2009-05-13,2020-08-15,500000.0,0.071306,0.071306,57800,98035686.08,0.0,0.0,
2009-05-12,NTN-B,Venda,1,2009-05-13,2024-08-15,750000.0,0.071099,0.071099,212350,354334396.75,0.0,0.0,
2009-05-12,NTN-B,Venda,1,2009-05-13,2024-08-15,750000.0,0.071099,0.071099,212350,354334396.78,0.0,0.0,
2009-05-12,NTN-B,Venda,1,2009-05-13,2035-05-15,750000.0,0.071099,0.071099,174750,287585381.39,0.0,0.0,
2009-05-12,NTN-B,Venda,1,2009-05-13,2035-05-15,750000.0,0.071099,0.071099,174750,287585381.51,0.0,0.0,
2009-05-12,NTN-B,Venda,1,2009-05-13,2045-05-15,750000.0,0.071,0.071,125200,203400853.31,0.0,0.0,
2009-05-12,NTN-B,Venda,1,2009-05-13,2045-05-15,750000.0,0.071,0.071,125200,203400853.33,0.0,0.0,
2009-05-13,NTN-B,Compra,1,2009-05-14,2024-08-15,124000.0,0.0,0.0,0,0.0,0.0,0.0,
2009-05-13,NTN-B,Compra,1,2009-05-14,2035-05-15,120000.0,0.0,0.0,0,0.0,0.0,0.0,
2009-05-13,NTN-B,Compra,1,2009-05-14,2045-05-15,185000.0,0.0,0.0,0,0.0,0.0,0.0,
2009-05-14,LFT,Venda,1,2009-05-15,2013-03-07,2000000.0,0.0,0.0,126900,492680684.99,0.0,0.0,
2009-05-14,LFT,Venda,2,2009-05-15,2013-03-07,6345.0,0.0,0.0,0,0.0,0.0,0.0,
2009-05-14,LFT,Venda,1,2009-05-15,2015-03-07,2000000.0,0.0,0.0,1873100,7272162510.97,1000000.0,3882420859.575258,
2009-05-14,LFT,Venda,2,2009-05-15,2015-03-07,93655.0,0.0,0.0,0,0.0,0.0,0.0,
2009-05-14,LTN,Venda,1,2009-05-15,2009-10-01,500000.0,0.09459,0.09459,500000,482904554.0,0.0,0.0,
2009-05-14,LTN,Venda,2,2009-05-15,2009-10-01,100000.0,0.09459,0.09459,0,0.0,0.0,0.0,
2009-05-14,LTN,Venda,1,2009-05-15,2011-01-01,3500000.0,0.099055,0.099246,3500000,3000314123.62,0.0,0.0,
2009-05-14,LTN,Venda,2,2009-05-15,2011-01-01,700000.0,0.099055,0.099055,0,0.0,0.0,0.0,
2009-05-14,NTN-F,Venda,1,2009-05-15,2013-01-01,1500000.0,0.118554,0.1192,1452000,1430809830.78,0.0,0.0,
2009-05-14,NTN-F,Venda,1,2009-05-15,2017-01-01,500000.0,0.126232,0.126599,434000,397412269.03,0.0,0.0,
2009-05-21,NTN-F,Compra,1,2009-05-22,2014-01-01,150000.0,0.0,0.0,0,0.0,0.0,0.0,
2009-05-21,NTN-F,Compra,1,2009-05-22,2017-01-01,150000.0,0.0,0.0,0,0.0,0.0,0.0,
2009-05-21,LFT,Venda,1,2009-05-22,2013-03-07,500000.0,-1e-06,-1e-06,338050,1314981185.16,0.0,0.0,
2009-05-21,LFT,Venda,2,2009-05-22,2013-03-07,16903.0,-1e-06,-1e-06,5014,19503965.87,0.0,0.0,
2009-05-21,LFT,Venda,1,2009-05-22,2015-03-07,500000.0,0.0,0.0,161950,629967020.01,0.0,0.0,
2009-05-21,LFT,Venda,2,2009-05-22,2015-03-07,8097.0,0.0,0.0,812,3158587.34,0.0,0.0,
2009-05-21,LTN,Venda,1,2009-05-22,2010-04-01,150000.0,0.094199,0.094199,25000,23143475.02,4000000.0,3702956004.0,
2009-05-21,LTN,Venda,1,2009-05-22,2011-01-01,3000000.0,0.099152,0.09928,3000000,2576156704.54,0.0,0.0,
2009-05-21,LTN,Venda,2,2009-05-22,2011-01-01,600000.0,0.099152,0.099152,0,0.0,0.0,0.0,
2009-05-21,NTN-F,Venda,1,2009-05-22,2013-01-01,1500000.0,0.115353,0.11595,1500000,1494156912.51,0.0,0.0,
2009-05-21,NTN-F,Venda,2,2009-05-22,2013-01-01,300000.0,0.115353,0.115353,0,0.0,0.0,0.0,
2009-05-21,NTN-F,Venda,1,2009-05-22,2017-01-01,1000000.0,0.11873,0.1195,1000000,950229441.4,0.0,0.0,
2009-05-21,NTN-F,Venda,2,2009-05-22,2017-01-01,200000.0,0.11873,0.11873,27500,26131309.62,0.0,0.0,
2009-05-26,NTN-B,Venda,1,2009-05-27,2011-11-15,500000.0,0.060749,0.060749,52800,96428919.25,0.0,0.0,
2009-05-26,NTN-B,Venda,1,2009-05-27,2014-08-15,500000.0,0.0663,0.0663,159700,288691664.67,0.0,0.0,
2009-05-26,NTN-B,Venda,1,2009-05-27,2020-08-15,500000.0,0.0655,0.0655,199700,355613838.24,0.0,0.0,
2009-05-27,LTN,Compra,1,2009-05-29,2009-07-01,3000000.0,0.098303,0.0977,2954500,2930413349.8,0.0,0.0,
2009-05-28,LFT,Venda,1,2009-05-29,2013-03-07,300000.0,0.0,0.0,0,0.0,0.0,0.0,
2009-05-28,LFT,Venda,1,2009-05-29,2015-03-07,300000.0,0.0,0.0,300000,1169210751.89,0.0,0.0,
2009-05-28,LFT,Venda,2,2009-05-29,2015-03-07,15000.0,0.0,0.0,0,0.0,0.0,0.0,
2009-05-28,LTN,Venda,1,2009-05-29,2009-10-01,150000.0,0.09309,0.09309,150000,145460729.85,0.0,0.0,
2009-05-28,LTN,Venda,2,2009-05-29,2009-10-01,30000.0,0.09309,0.09309,0,0.0,0.0,0.0,
2009-05-28,LTN,Venda,1,2009-05-29,2011-01-01,3000000.0,0.099014,0.09918,3000000,2581511068.55,0.0,0.0,
2009-05-28,LTN,Venda,2,2009-05-29,2011-01-01,600000.0,0.099014,0.099014,0,0.0,0.0,0.0,
2009-05-28,NTN-F,Venda,1,2009-05-29,2013-01-01,500000.0,0.116269,0.1165,340600,339179975.6,0.0,0.0,
2009-05-28,NTN-F,Venda,1,2009-05-29,2017-01-01,500000.0,0.120747,0.12108,353100,333146262.01,0.0,0.0,
2009-06-03,LFT,Troca,1,2009-06-05,2013-03-07,500000.0,-8.02546244905e-07,-8.02546244905e-07,100000,390486294.75,0.0,0.0,
2009-06-03,LFT,Troca,1,2009-06-05,2015-03-07,500000.0,-1e-06,-1e-06,8000,31238841.1,0.0,0.0,
2009-06-03,LTN,Troca,1,2009-06-05,2009-10-01,500000.0,0.0918900020277127,0.09189,500000,485899794.0,0.0,0.0,
2009-06-03,LTN,Troca,1,2009-06-05,2010-04-01,500000.0,0.091900000955722,0.0919,500000,465325686.0,0.0,0.0,
2009-06-03,LFT,Venda,1,2009-06-05,2013-03-07,500000.0,0.0,0.0,100000,390486294.7,0.0,0.0,
2009-06-03,LFT,Venda,1,2009-06-05,2015-03-07,500000.0,0.0,0.0,8000,31238841.09,0.0,0.0,
2009-06-03,LTN,Venda,1,2009-06-05,2009-10-01,500000.0,0.09189,0.09189,500000,485899794.0,0.0,0.0,
2009-06-03,LTN,Venda,1,2009-06-05,2010-04-01,500000.0,0.0919,0.0919,500000,465325686.0,0.0,0.0,
2009-06-04,LFT,Venda,1,2009-06-05,2013-03-07,500000.0,-8e-06,-8e-06,297400,1161338756.94,0.0,0.0,
2009-06-04,LFT,Venda,2,2009-06-05,2013-03-07,14870.0,-8e-06,-8e-06,1363,5322477.22,0.0,0.0,
2009-06-04,LFT,Venda,1,2009-06-05,2015-03-07,500000.0,0.0,0.0,202600,791122068.61,0.0,0.0,
2009-06-04,LFT,Venda,2,2009-06-05,2015-03-07,10130.0,0.0,0.0,3396,13260861.52,0.0,0.0,
2009-06-04,LTN,Venda,1,2009-06-05,2010-04-01,500000.0,0.091586,0.091586,500000,465435003.0,0.0,0.0,
2009-06-04,LTN,Venda,2,2009-06-05,2010-04-01,100000.0,0.091586,0.091586,0,0.0,0.0,0.0,
2009-06-04,LTN,Venda,1,2009-06-05,2011-01-01,3500000.0,0.097259,0.0974,3500000,3024997059.25,0.0,0.0,
2009-06-04,LTN,Venda,2,2009-06-05,2011-01-01,700000.0,0.097259,0.097259,213349,184394313.57,0.0,0.0,
2009-06-04,NTN-F,Venda,1,2009-06-05,2013-01-01,300000.0,0.115284,0.115489,300000,300183500.53,0.0,0.0,
2009-06-04,NTN-F,Venda,2,2009-06-05,2013-01-01,60000.0,0.115284,0.115284,0,0.0,0.0,0.0,
2009-06-04,NTN-F,Venda,1,2009-06-05,2017-01-01,300000.0,0.121519,0.121999,250000,235568924.1,0.0,0.0,
2009-06-09,LFT,Venda,1,2009-06-10,2013-03-07,300000.0,0.0,0.0,127350,497855983.92,500000.0,1954676026.5,
2009-06-09,LFT,Venda,1,2009-06-10,2015-03-07,300000.0,0.0,0.0,33100,129399552.92,1000000.0,3909352053.0,
2009-06-09,LTN,Venda,1,2009-06-10,2009-10-01,500000.0,0.093065,0.093098,500000,486244500.5,0.0,0.0,
2009-06-09,LTN,Venda,2,2009-06-10,2009-10-01,100000.0,0.093065,0.093065,0,0.0,0.0,0.0,
2009-06-09,LTN,Venda,1,2009-06-10,2011-01-01,3000000.0,0.102533,0.102799,3000000,2576382557.83,4000000.0,3435176744.0,
2009-06-09,LTN,Venda,2,2009-06-10,2011-01-01,600000.0,0.102533,0.102533,0,0.0,0.0,0.0,
2009-06-09,NTN-F,Venda,1,2009-06-10,2013-01-01,300000.0,0.12004,0.1202,95200,94196358.75,0.0,0.0,
2009-06-09,NTN-F,Venda,1,2009-06-10,2017-01-01,300000.0,0.125274,0.125499,60000,55651950.0,1000000.0,927532500.0,
2009-06-16,NTN-B,Venda,1,2009-06-17,2011-11-15,500000.0,0.062225,0.062225,6350,11635650.89,0.0,0.0,
2009-06-16,NTN-B,Venda,1,2009-06-17,2014-08-15,500000.0,0.0661,0.0661,140650,256193500.28,0.0,0.0,
2009-06-16,NTN-B,Venda,1,2009-06-17,2020-08-15,500000.0,0.0659,0.0659,346450,619221295.04,0.0,0.0,
2009-06-16,NTN-B,Venda,1,2009-06-17,2024-08-15,1500000.0,0.065299,0.065299,458200,815733406.81,0.0,0.0,
2009-06-16,NTN-B,Venda,1,2009-06-17,2035-05-15,1500000.0,0.0646,0.0646,236150,411350467.31,500000.0,870951656.830633,
2009-06-16,NTN-B,Venda,1,2009-06-17,2045-05-15,1500000.0,0.063995,0.063995,132250,230760044.44,500000.0,872438731.886085,
2009-06-17,NTN-B,Compra,1,2009-06-18,2024-08-15,135000.0,0.0,0.0,0,0.0,0.0,0.0,
2009-06-17,NTN-B,Compra,1,2009-06-18,2035-05-15,129000.0,0.0,0.0,0,0.0,0.0,0.0,
2009-06-17,NTN-B,Compra,1,2009-06-18,2045-05-15,194000.0,0.0,0.0,0,0.0,0.0,0.0,
2009-06-18,NTN-F,Compra,1,2009-06-19,2014-01-01,150000.0,0.0,0.0,0,0.0,0.0,0.0,
2009-06-18,NTN-F,Compra,1,2009-06-19,2017-01-01,150000.0,0.0,0.0,0,0.0,0.0,0.0,
2009-06-18,LFT,Venda,1,2009-06-19,2013-03-07,500000.0,0.0,0.0,288850,1131615787.66,0.0,0.0,
2009-06-18,LFT,Venda,2,2009-06-19,2013-03-07,14443.0,0.0,0.0,2876,11267187.13,0.0,0.0,
2009-06-18,LFT,Venda,1,2009-06-19,2015-03-07,500000.0,0.0,0.0,211150,827212859.98,500000.0,1958827516.170525,
2009-06-18,LFT,Venda,2,2009-06-19,2015-03-07,10557.0,0.0,0.0,4215,16512915.95,0.0,0.0,
2009-06-18,LTN,Venda,1,2009-06-19,2010-04-01,500000.0,0.090815,0.090833,230700,215543923.96,5000000.0,4671519810.0,
2009-06-18,LTN,Venda,1,2009-06-19,2011-01-01,4000000.0,0.101717,0.10188,4000000,3447087329.01,1000000.0,861771832.0,
2009-06-18,LTN,Venda,2,2009-06-19,2011-01-01,800000.0,0.101717,0.101717,0,0.0,0.0,0.0,
2009-06-18,NTN-F,Venda,1,2009-06-19,2013-01-01,1000000.0,0.120104,0.120199,1000000,991965916.87,0.0,0.0,
2009-06-18,NTN-F,Venda,2,2009-06-19,2013-01-01,200000.0,0.120104,0.120104,0,0.0,0.0,0.0,
2009-06-18,NTN-F,Venda,1,2009-06-19,2017-01-01,300000.0,0.127948,0.12808,50600,46500661.31,500000.0,459492700.5,
2009-06-24,LTN,Compra,1,2009-06-25,2009-07-01,15000000.0,0.091455,0.0912,3018800,3014609542.04,0.0,0.0,
2009-06-24,LTN,Compra,1,2009-06-26,2009-07-01,3000000.0,0.09251,0.09251,1500000,1498420870.5,0.0,0.0,
2009-06-24,LTN,Compra,1,2009-06-25,2010-01-01,15000000.0,0.089323,0.089323,900000,860556351.6,0.0,0.0,
2009-06-24,LTN,Compra,1,2009-06-25,2010-07-01,15000000.0,0.093299,0.0931,3051000,2787672387.28,0.0,0.0,
2009-06-24,NTN-F,Compra,1,2009-06-25,2010-01-01,15000000.0,0.0,0.0,0,0.0,0.0,0.0,
2009-06-24,NTN-F,Compra,1,2009-06-25,2010-07-01,15000000.0,0.093719,0.093719,5350000,5634760672.9,0.0,0.0,
2009-06-24,LTN,Troca,1,2009-06-25,2011-01-01,15000000.0,0.0,0.1014,14241976,0.0,0.0,0.0,
2009-06-25,LFT,Venda,1,2009-06-26,2013-03-07,500000.0,0.0,0.0,429100,1683993370.71,350000.0,1373567186.6,
2009-06-25,LFT,Venda,2,2009-06-26,2013-03-07,21455.0,0.0,0.0,6162,24182631.43,0.0,0.0,
2009-06-25,LFT,Venda,1,2009-06-26,2015-03-07,500000.0,0.0,0.0,70900,278245188.92,400000.0,1569789500.6089296,
2009-06-25,LFT,Venda,2,2009-06-26,2015-03-07,3545.0,0.0,0.0,0,0.0,0.0,0.0,
2009-06-25,LTN,Venda,1,2009-06-26,2009-10-01,500000.0,0.0888,0.0888,7000,6841131.11,0.0,0.0,
2009-06-25,LTN,Venda,1,2009-06-26,2011-01-01,4000000.0,0.101497,0.101599,4000000,3454764003.95,0.0,0.0,
2009-06-25,LTN,Venda,2,2009-06-26,2011-01-01,800000.0,0.101497,0.101497,372242,321502065.56,0.0,0.0,
2009-06-25,NTN-F,Venda,1,2009-06-26,2013-01-01,1250000.0,0.117996,0.118099,1250000,1249544366.88,0.0,0.0,
2009-06-25,NTN-F,Venda,2,2009-06-26,2013-01-01,250000.0,0.117996,0.117996,38916,38901814.88,0.0,0.0,
2009-06-25,NTN-F,Venda,1,2009-06-26,2017-01-01,300000.0,0.126555,0.126899,215500,199759826.56,0.0,0.0,
2009-06-30,NTN-B,Venda,1,2009-07-01,2011-11-15,500000.0,0.0643,0.0643,80250,146978824.59,0.0,0.0,
2009-06-30,NTN-B,Venda,1,2009-07-01,2014-08-15,500000.0,0.06725,0.06725,35500,64617658.26,0.0,0.0,
2009-06-30,NTN-B,Venda,1,2009-07-01,2020-08-15,500000.0,0.06625,0.06625,62050,111056592.58,0.0,0.0,
2009-07-02,LFT,Venda,1,2009-07-03,2013-09-07,750000.0,0.0,0.0,482350,1896266544.49,0.0,0.0,
2009-07-02,LFT,Venda,1,2009-07-03,2015-09-07,750000.0,0.0,0.0,251000,986757389.06,0.0,0.0,
2009-07-02,LTN,Venda,1,2009-07-03,2010-10-01,500000.0,0.096556,0.09667,500000,445748723.52,0.0,0.0,
2009-07-02,LTN,Venda,2,2009-07-03,2010-10-01,100000.0,0.096556,0.096556,33941,30258314.84,0.0,0.0,
2009-07-02,LTN,Venda,1,2009-07-03,2011-07-01,750000.0,0.106963,0.1072,531150,433986246.98,0.0,0.0,
2009-07-02,NTN-F,Venda,1,2009-07-03,2013-01-01,1500000.0,0.117828,0.118199,1500000,1430146377.3,0.0,0.0,
2009-07-02,NTN-F,Venda,2,2009-07-03,2013-01-01,300000.0,0.117828,0.117828,0,0.0,0.0,0.0,
2009-07-02,NTN-F,Venda,1,2009-07-03,2017-01-01,150000.0,0.127475,0.127499,40000,35059436.11,0.0,0.0,
2009-07-06,LFT,Troca,1,2009-07-07,2013-09-07,500000.0,0.0,0.0,156950,617448180.06,0.0,0.0,
2009-07-06,LFT,Troca,1,2009-07-07,2015-09-07,500000.0,0.0,0.0,0,0.0,0.0,0.0,
2009-07-06,LTN,Troca,1,2009-07-07,2010-04-01,500000.0,0.0894900012102899,0.08949,500000,469508450.0,0.0,0.0,
2009-07-06,LTN,Troca,1,2009-07-07,2010-10-01,500000.0,0.0956993474516465,0.095799,500000,446507000.5,0.0,0.0,
2009-07-06,LFT,Venda,1,2009-07-07,2013-09-07,500000.0,0.0,0.0,156950,617448180.06,0.0,0.0,
2009-07-06,LFT,Venda,1,2009-07-07,2015-09-07,500000.0,0.0,0.0,0,0.0,0.0,0.0,
2009-07-06,LTN,Venda,1,2009-07-07,2010-04-01,500000.0,0.08949,0.08949,500000,469508450.0,0.0,0.0,
2009-07-06,LTN,Venda,1,2009-07-07,2010-10-01,500000.0,0.095699,0.095799,500000,446507000.5,0.0,0.0,
2009-07-07,LFT,Venda,1,2009-07-08,2013-09-07,750000.0,0.0,0.0,599000,2357311987.38,0.0,0.0,
2009-07-07,LFT,Venda,2,2009-07-08,2013-09-07,29950.0,0.0,0.0,8219,32345153.96,0.0,0.0,
2009-07-07,LFT,Venda,1,2009-07-08,2015-09-07,750000.0,0.0,0.0,151000,594243696.72,0.0,0.0,
2009-07-07,LFT,Venda,2,2009-07-08,2015-09-07,7550.0,0.0,0.0,726,2857092.21,0.0,0.0,
2009-07-07,LTN,Venda,1,2009-07-08,2010-04-01,500000.0,0.089183,0.089183,500000,469764507.0,0.0,0.0,
2009-07-07,LTN,Venda,2,2009-07-08,2010-04-01,100000.0,0.089183,0.089183,0,0.0,0.0,0.0,
2009-07-07,LTN,Venda,1,2009-07-08,2011-07-01,2000000.0,0.106821,0.106899,2000000,1636532180.79,0.0,0.0,
2009-07-07,LTN,Venda,2,2009-07-08,2011-07-01,400000.0,0.106821,0.106821,270833,221613459.93,0.0,0.0,
2009-07-07,NTN-F,Venda,1,2009-07-08,2013-01-01,1500000.0,0.117848,0.118,1193450,1139323390.56,0.0,0.0,
2009-07-07,NTN-F,Venda,1,2009-07-08,2017-01-01,150000.0,0.0,0.0,0,0.0,0.0,0.0,
2009-07-14,NTN-B,Venda,1,2009-07-15,2011-11-15,500000.0,0.0604,0.0604,145300,269453106.11,0.0,0.0,
2009-07-14,NTN-B,Venda,1,2009-07-15,2014-08-15,500000.0,0.0656,0.0656,54150,99678790.45,0.0,0.0,
2009-07-14,NTN-B,Venda,1,2009-07-15,2020-08-15,500000.0,0.0649,0.0649,63150,114689475.45,0.0,0.0,
2009-07-14,NTN-B,Venda,1,2009-07-15,2024-08-15,750000.0,0.06453,0.06453,138100,249702716.78,0.0,0.0,
2009-07-14,NTN-B,Venda,1,2009-07-15,2035-05-15,750000.0,0.0646,0.0646,74200,130337833.83,0.0,0.0,
2009-07-14,NTN-B,Venda,1,2009-07-15,2045-05-15,750000.0,0.0645,0.0645,175500,306668239.28,0.0,0.0,
2009-07-15,NTN-B,Compra,1,2009-07-16,2024-08-15,144000.0,0.064699,0.064699,10000,18059938.52,0.0,0.0,
2009-07-15,NTN-B,Compra,1,2009-07-16,2035-05-15,134000.0,0.0646,0.0646,10000,17572438.58,0.0,0.0,
2009-07-15,NTN-B,Compra,1,2009-07-16,2045-05-15,196000.0,0.0647,0.0647,54686,95334394.23,0.0,0.0,
2009-07-16,LFT,Venda,1,2009-07-17,2013-09-07,500000.0,0.0,0.0,296750,1170680277.31,0.0,0.0,
2009-07-16,LFT,Venda,2,2009-07-17,2013-09-07,14838.0,0.0,0.0,6676,26336854.35,0.0,0.0,
2009-07-16,LFT,Venda,1,2009-07-17,2015-09-07,500000.0,0.0,0.0,203250,801822296.09,0.0,0.0,
2009-07-16,LFT,Venda,2,2009-07-17,2015-09-07,10162.0,0.0,0.0,4572,18036563.53,0.0,0.0,
2009-07-16,LTN,Venda,1,2009-07-17,2010-10-01,500000.0,0.094655,0.094679,500000,448319750.0,0.0,0.0,
2009-07-16,LTN,Venda,2,2009-07-17,2010-10-01,100000.0,0.094655,0.094655,0,0.0,0.0,0.0,
2009-07-16,LTN,Venda,1,2009-07-17,2011-07-01,4000000.0,0.107344,0.107399,4000000,3279284163.58,0.0,0.0,
2009-07-16,LTN,Venda,2,2009-07-17,2011-07-01,800000.0,0.107344,0.107344,316278,259291359.19,0.0,0.0,
2009-07-16,NTN-F,Venda,1,2009-07-17,2013-01-01,2000000.0,0.120586,0.12069,2000000,1901283626.75,0.0,0.0,
