auction_number,accepted_amount_2nd_round,maturity_date,amount_to_central_bank,quantity_accepted_2nd_round,quantity_accepted,rate,auction_type,auction_date,accepted_amount,benchmark,quantity_tendered,bond_type,quantity_to_central_bank,settlement_date
426,0,2021-10-01,0.0,0,4000000,2.4649,Venda,2020-08-06,3890114752.11,LTN 12 meses,4000000,LTN,0,2020-08-07
428,-,2023-03-01,0.0,-,41000,0.0298,Venda,2020-08-06,437539816.52,LFT 2 anos,500000,LFT,0,2020-08-07
427,0,2031-01-01,0.0,0,300000,6.7789,Venda,2020-08-06,372525000.98,NTN-F 10 anos,300000,NTN-F,0,2020-08-07
428,-,2026-09-01,0.0,-,41450,0.0399,Venda,2020-08-06,441609892.5,LFT 6 anos,500000,LFT,0,2020-08-07
427,-,2027-01-01,0.0,-,40000,6.0399,Venda,2020-08-06,48466345.69,NTN-F 7 anos,300000,NTN-F,0,2020-08-07
426,0,2024-01-01,0.0,0,3500000,4.8248,Venda,2020-08-06,2985624583.62,LTN 48 meses,3500000,LTN,0,2020-08-07
436,0,2031-01-01,0.0,0,150000,7.13,Venda,2020-08-13,182232298.37,NTN-F 10 anos,150000,NTN-F,0,2020-08-14
436,0,2027-01-01,0.0,0,150000,6.4499,Venda,2020-08-13,178473346.13,NTN-F 7 anos,150000,NTN-F,0,2020-08-14
437,"141081312,51",2026-09-01,14921344531.515968,13237,262600,0.0399,Venda,2020-08-13,2798817909.71,LFT 6 anos,500000,LFT,1400000,2020-08-14
435,0,2024-01-01,0.0,0,5000000,5.135,Venda,2020-08-13,4225780185.76,LTN 48 meses,5000000,LTN,0,2020-08-14
437,0,2023-03-01,0.0,0,14050,0.0285,Venda,2020-08-13,149999131.51,LFT 2 anos,500000,LFT,0,2020-08-14
435,0,2022-10-01,13858657200.0,0,3500000,3.7998,Venda,2020-08-13,3233686679.37,LTN 24 meses,3500000,LTN,15000000,2020-08-14
435,0,2021-04-01,0.0,0,30000000,2.0819,Venda,2020-08-13,29618188673.91,LTN 6 meses,30000000,LTN,0,2020-08-14
444,-,2055-05-15,0.0,-,34500,3.96,Venda,2020-08-18,159283283.22,NTN-B 40 anos,150000,NTN-B,0,2020-08-19
444,-,2040-08-15,0.0,-,26900,3.75,Venda,2020-08-18,116717587.75,NTN-B 20 anos,150000,NTN-B,0,2020-08-19
444,"130486127,57",2030-08-15,0.0,31619,115000,3.075,Venda,2020-08-18,474585049.34,NTN-B 10 anos,1500000,NTN-B,0,2020-08-19
444,"1007406387,78",2025-05-15,0.0,253363,921350,1.8258,Venda,2020-08-18,3663415240.12,NTN-B 5 anos,1500000,NTN-B,0,2020-08-19
447,"971617494,12",2021-10-01,0.0,999997,5000000,2.6588,Venda,2020-08-20,4857597286.05,LTN 12 meses,5000000,LTN,0,2020-08-21
447,"368282638,46",2022-10-01,0.0,399999,2000000,4.0159,Venda,2020-08-20,1841128349.45,LTN 24 meses,2000000,LTN,0,2020-08-21
449,0,2023-03-01,0.0,0,3050,0.0289,Venda,2020-08-20,32574055.58,LFT 2 anos,750000,LFT,0,2020-08-21
449,"809989703,94",2026-09-01,0.0,75971,620350,0.0404,Venda,2020-08-20,6614064746.65,LFT 6 anos,750000,LFT,0,2020-08-21
448,"11722510,63",2027-01-01,0.0,10000,50000,6.7999,Venda,2020-08-20,58597241.84,NTN-F 7 anos,50000,NTN-F,0,2020-08-21
447,"251395475,99",2024-01-01,0.0,299997,1500000,5.4449,Venda,2020-08-20,1256723100.98,LTN 48 meses,1500000,LTN,0,2020-08-21
448,"11897277,82",2031-01-01,0.0,10000,50000,7.4799,Venda,2020-08-20,59469307.41,NTN-F 10 anos,50000,NTN-F,0,2020-08-21
463,"460336150,42",2022-10-01,0.0,500000,2500000,4.0549,Venda,2020-08-27,2301317181.71,LTN 24 meses,2500000,LTN,0,2020-08-28
464,"71923604,66",2031-01-01,0.0,59999,300000,7.383,Venda,2020-08-27,359520150.45,NTN-F 10 anos,300000,NTN-F,0,2020-08-28
464,"35274815,33",2027-01-01,0.0,29999,150000,6.7649,Venda,2020-08-27,176333709.96,NTN-F 7 anos,150000,NTN-F,0,2020-08-28
465,"82452416,41",2026-09-01,0.0,7731,158450,0.0416,Venda,2020-08-27,1689895923.21,LFT 6 anos,500000,LFT,0,2020-08-28
463,"837790576,57",2024-01-01,0.0,999997,5000000,5.4938,Venda,2020-08-27,4188074879.84,LTN 48 meses,5000000,LTN,0,2020-08-28
465,0,2023-03-01,0.0,0,150300,0.0286,Venda,2020-08-27,1605830398.09,LFT 2 anos,500000,LFT,0,2020-08-28
463,"2961994228,3",2021-04-01,0.0,2999995,15000000,2.233,Venda,2020-08-27,14808699373.85,LTN 6 meses,15000000,LTN,0,2020-08-28
471,-,2055-05-15,0.0,-,53000,4.049,Venda,2020-09-01,241701037.69,NTN-B 40 anos,150000,NTN-B,0,2020-09-02
471,-,2040-08-15,0.0,-,11600,3.778,Venda,2020-09-01,50282840.99,NTN-B 20 anos,150000,NTN-B,0,2020-09-02
471,"94172231,41",2030-08-15,0.0,22707,155000,3.04,Venda,2020-09-01,642828020.99,NTN-B 10 anos,1750000,NTN-B,0,2020-09-02
471,"485539673,19",2025-05-15,0.0,122016,1595000,1.85,Venda,2020-09-01,6347001858.45,NTN-B 5 anos,1750000,NTN-B,0,2020-09-02
478,"600244082,54",2022-10-01,0.0,649503,3500000,3.91,Venda,2020-09-03,3234063499.11,LTN 24 meses,3500000,LTN,0,2020-09-04
478,"2307560481,22",2021-10-01,0.0,2372569,12000000,2.6589,Venda,2020-09-03,11669977958.65,LTN 12 meses,12000000,LTN,0,2020-09-04
480,-,2023-03-01,14962882483.535831,-,26200,0.0303,Venda,2020-09-03,280019657.88,LFT 2 anos,500000,LFT,1400000,2020-09-04
479,"35785218,98",2027-01-01,0.0,29998,150000,6.4749,Venda,2020-09-03,178893322.59,NTN-F 7 anos,150000,NTN-F,0,2020-09-04
480,-,2026-09-01,10668980709.43143,-,181150,0.042,Venda,2020-09-03,1932685855.32,LFT 6 anos,500000,LFT,1000000,2020-09-04
479,"73471399,31",2031-01-01,11017859769.0,59999,150000,7.0849,Venda,2020-09-03,183630996.19,NTN-F 10 anos,300000,NTN-F,9000000,2020-09-04
478,"2533350016,62",2024-01-01,0.0,2999997,15000000,5.267,Venda,2020-09-03,12664160847.08,LTN 48 meses,15000000,LTN,0,2020-09-04
492,0,2022-10-01,0.0,0,3000000,3.9949,Venda,2020-09-10,2768919023.4,LTN 24 meses,3000000,LTN,0,2020-09-11
494,0,2023-03-01,0.0,0,50100,0.0331,Venda,2020-09-10,535582051.35,LFT 2 anos,500000,LFT,0,2020-09-11
492,"3134619667,04",2021-04-01,0.0,3171911,20000000,2.205,Venda,2020-09-10,19763152177.47,LTN 6 meses,20000000,LTN,0,2020-09-11
494,"51964572,33",2026-09-01,0.0,4872,216450,0.0519,Venda,2020-09-10,2308647717.66,LFT 6 anos,500000,LFT,0,2020-09-11
493,0,2027-01-01,0.0,0,1000000,6.6049,Venda,2020-09-10,1187337404.62,NTN-F 7 anos,1000000,NTN-F,0,2020-09-11
493,0,2031-01-01,0.0,0,500000,7.264,Venda,2020-09-10,605430781.84,NTN-F 10 anos,500000,NTN-F,0,2020-09-11
492,0,2024-01-01,0.0,0,16663600,5.4288,Venda,2020-09-10,14012909462.18,LTN 48 meses,20000000,LTN,0,2020-09-11
496,-,2055-05-15,0.0,-,3200,4.1,Venda,2020-09-15,14508899.4,NTN-B 40 anos,100000,NTN-B,0,2020-09-16
496,-,2040-08-15,0.0,-,28950,3.868,Venda,2020-09-15,124416976.94,NTN-B 20 anos,100000,NTN-B,0,2020-09-16
496,"18698742,44",2030-08-15,0.0,4536,58000,3.15,Venda,2020-09-15,239093267.91,NTN-B 10 anos,750000,NTN-B,0,2020-09-16
496,"477295385,17",2025-05-15,0.0,119618,476000,1.83,Venda,2020-09-15,1899317856.46,NTN-B 5 anos,750000,NTN-B,0,2020-09-16
500,0,2022-10-01,0.0,0,1500000,4.0579,Venda,2020-09-17,1383754373.99,LTN 24 meses,1500000,LTN,0,2020-09-18
500,0,2021-10-01,0.0,0,15000000,2.6724,Venda,2020-09-17,14598516377.82,LTN 12 meses,15000000,LTN,0,2020-09-18
502,-,2023-03-01,0.0,-,2000,0.0601,Venda,2020-09-17,21374635.7,LFT 2 anos,500000,LFT,0,2020-09-18
501,0,2027-01-01,0.0,0,500000,6.7799,Venda,2020-09-17,589489165.9,NTN-F 7 anos,500000,NTN-F,0,2020-09-18
502,-,2026-09-01,0.0,-,88500,0.096,Venda,2020-09-17,941832283.67,LFT 6 anos,500000,LFT,0,2020-09-18
501,0,2031-01-01,0.0,0,150000,7.44,Venda,2020-09-17,179982421.66,NTN-F 10 anos,150000,NTN-F,0,2020-09-18
500,0,2024-01-01,0.0,0,3000000,5.518,Venda,2020-09-17,2517769120.27,LTN 48 meses,3000000,LTN,0,2020-09-18
512,"35645521,11",2031-01-01,10096957849.0,29999,150000,7.6199,Venda,2020-09-24,178181609.05,NTN-F 10 anos,150000,NTN-F,8500000,2020-09-25
512,"233926062,54",2027-01-01,0.0,200000,1000000,6.99,Venda,2020-09-24,1169317078.35,NTN-F 7 anos,1000000,NTN-F,0,2020-09-25
513,-,2026-09-01,10630386945.47871,-,9750,0.1214,Venda,2020-09-24,103646272.7,LFT 6 anos,100000,LFT,1000000,2020-09-25
511,"333127847,17",2024-01-01,19983188592.0,399999,2000000,5.8079,Venda,2020-09-24,1665265715.95,LTN 48 meses,2000000,LTN,24000000,2020-09-25
513,-,2023-03-01,0.0,-,0,0.0,Venda,2020-09-24,0.0,LFT 2 anos,100000,LFT,0,2020-09-25
511,"367986732,72",2022-10-01,0.0,400000,1814300,4.2499,Venda,2020-09-24,1668819914.19,LTN 24 meses,2000000,LTN,0,2020-09-25
511,"5934424191,68",2021-04-01,0.0,5999996,30000000,2.2079,Venda,2020-09-24,29669571044.5,LTN 6 meses,30000000,LTN,0,2020-09-25
519,"14518480,53",2030-08-15,0.0,3608,38000,3.518,Venda,2020-09-29,152910826.1,NTN-B 10 anos,150000,NTN-B,0,2020-09-30
519,0,2025-05-15,0.0,0,112000,2.32,Venda,2020-09-29,439624696.22,NTN-B 5 anos,150000,NTN-B,0,2020-09-30
519,0,2055-05-15,0.0,0,48900,4.35,Venda,2020-09-29,213668684.31,NTN-B 40 anos,50000,NTN-B,0,2020-09-30
519,0,2040-08-15,0.0,0,1100,4.15,Venda,2020-09-29,4584255.68,NTN-B 20 anos,50000,NTN-B,0,2020-09-30
524,0,2027-03-01,10513409149.148085,0,100000,0.2921,Venda,2020-10-01,1051340914.89,LFT 6 anos,100000,LFT,1000000,2020-10-02
523,-,2031-01-01,10004234145.5,-,230000,7.7999,Venda,2020-10-01,270702806.18,NTN-F 10 anos,500000,NTN-F,8500000,2020-10-02
523,"139394160,96",2027-01-01,0.0,120000,1500000,7.17,Venda,2020-10-01,1741943350.5,NTN-F 7 anos,1500000,NTN-F,0,2020-10-02
522,0,2024-01-01,9907890552.0,0,6000000,6.1249,Venda,2020-10-01,4953945273.99,LTN 48 meses,6000000,LTN,12000000,2020-10-02
524,-,2023-03-01,0.0,-,0,0.0,Venda,2020-10-01,0.0,LFT 2 anos,100000,LFT,0,2020-10-02
522,0,2022-10-01,10072834222.0,0,2503200,4.5299,Venda,2020-10-01,2292210784.84,LTN 24 meses,4000000,LTN,11000000,2020-10-02
522,0,2021-10-01,0.0,0,12000000,2.9467,Venda,2020-10-01,11659948745.94,LTN 12 meses,12000000,LTN,0,2020-10-02
531,"549013592,92",2022-10-01,5031732293.5,599998,3000000,4.6269,Venda,2020-10-08,2744581249.99,LTN 24 meses,3000000,LTN,5500000,2020-10-09
533,"16924365,15",2023-03-01,0.0,1590,26500,0.2789,Venda,2020-10-08,282072752.99,LFT 2 anos,100000,LFT,0,2020-10-09
531,"4579314204,71",2021-04-01,5043693077.7,4630000,25000000,2.4019,Venda,2020-10-08,24723985671.55,LTN 6 meses,25000000,LTN,5100000,2020-10-09
532,"94552174,97",2027-01-01,0.0,81958,500000,7.37,Venda,2020-10-08,576669624.29,NTN-F 7 anos,500000,NTN-F,0,2020-10-09
533,"107526452,06",2027-03-01,5015811177.32,10290,73500,0.395,Venda,2020-10-08,768046086.49,LFT 6 anos,100000,LFT,480000,2020-10-09
532,"157775880,19",2031-01-01,0.0,135789,1000000,8.02,Venda,2020-10-08,1161565456.55,NTN-F 10 anos,1000000,NTN-F,0,2020-10-09
531,"578049161,09",2024-01-01,4954240422.0,699900,3500000,6.1749,Venda,2020-10-08,2889973579.55,LTN 48 meses,3500000,LTN,6000000,2020-10-09
536,"29980653,78",2055-05-15,0.0,6720,91000,4.254,Venda,2020-10-13,405988020.42,NTN-B 40 anos,100000,NTN-B,0,2020-10-14
536,"2736691,03",2040-08-15,0.0,646,6500,4.058,Venda,2020-10-13,27536365.03,NTN-B 20 anos,100000,NTN-B,0,2020-10-14
536,"27893770,42",2030-08-15,0.0,6837,110500,3.4,Venda,2020-10-13,450820774.76,NTN-B 10 anos,750000,NTN-B,0,2020-10-14
536,"474712262,26",2025-05-15,0.0,120224,639500,2.2847,Venda,2020-10-13,2525107231.15,NTN-B 5 anos,750000,NTN-B,0,2020-10-14
537,0,2021-10-01,0.0,0,20000000,3.0424,Venda,2020-10-15,19436818186.75,LTN 12 meses,20000000,LTN,0,2020-10-16
539,-,2022-03-01,0.0,-,176700,0.08,Venda,2020-10-15,1891833420.91,LFT 1 ano,1000000,LFT,0,2020-10-16
537,0,2022-10-01,0.0,0,1090000,4.5648,Venda,2020-10-15,998991580.33,LTN 24 meses,1500000,LTN,0,2020-10-16
539,-,2027-03-01,0.0,-,206500,0.23,Venda,2020-10-15,2181272259.41,LFT 6 anos,1000000,LFT,0,2020-10-16
538,"2087456,19",2027-01-01,0.0,1800,150000,7.2662,Venda,2020-10-15,173905824.85,NTN-F 7 anos,150000,NTN-F,0,2020-10-16
538,"2100897,38",2031-01-01,0.0,1800,130850,7.968,Venda,2020-10-15,152677201.78,NTN-F 10 anos,150000,NTN-F,0,2020-10-16
537,0,2024-01-01,0.0,0,7000000,6.1437,Venda,2020-10-15,5787830470.03,LTN 48 meses,7000000,LTN,0,2020-10-16
542,"2303966320,78",2023-05-15,0.0,599997,3000000,1.07,Venda,2020-10-20,11519890941.93,NTN-B 3 anos,3000000,NTN-B,0,2020-10-21
548,0,2022-03-01,0.0,0,140000,0.1,Venda,2020-10-22,1499087507.95,LFT 1 ano,500000,LFT,0,2020-10-23
546,0,2022-10-01,0.0,0,1742100,4.53,Venda,2020-10-22,1599216391.31,LTN 24 meses,2000000,LTN,0,2020-10-23
546,0,2021-04-01,0.0,0,15000000,2.25,Venda,2020-10-22,14856670031.8,LTN 6 meses,15000000,LTN,0,2020-10-23
547,0,2027-01-01,0.0,0,1000000,7.1599,Venda,2020-10-22,1166722552.57,NTN-F 7 anos,1000000,NTN-F,0,2020-10-23
547,"102351379,27",2031-01-01,0.0,87401,1500000,7.9218,Venda,2020-10-22,1756040349.63,NTN-F 10 anos,1500000,NTN-F,0,2020-10-23
546,0,2024-01-01,0.0,0,4500000,6.0049,Venda,2020-10-22,3741537737.78,LTN 48 meses,4500000,LTN,0,2020-10-23
548,"102566757,3",2027-03-01,0.0,9755,229200,0.31,Venda,2020-10-22,2409871939.96,LFT 6 anos,500000,LFT,0,2020-10-23
552,"40313191,8",2055-05-15,0.0,9100,81500,4.33,Venda,2020-10-27,361046718.26,NTN-B 40 anos,100000,NTN-B,0,2020-10-28
552,"1105963,7",2040-08-15,0.0,262,10000,4.13,Venda,2020-10-27,42212355.66,NTN-B 20 anos,100000,NTN-B,0,2020-10-28
552,"126991688,56",2030-08-15,0.0,31438,167250,3.6,Venda,2020-10-27,675595137.45,NTN-B 10 anos,1250000,NTN-B,0,2020-10-28
552,"852644981,44",2025-05-15,0.0,216547,1082750,2.4727,Venda,2020-10-27,4263283969.35,NTN-B 5 anos,1250000,NTN-B,0,2020-10-28
555,0,2031-01-01,0.0,0,300000,7.7699,Venda,2020-10-29,355217026.08,NTN-F 10 anos,300000,NTN-F,0,2020-10-30
556,"186179957,09",2027-03-01,0.0,17733,257000,0.3399,Venda,2020-10-29,2698260247.78,LFT 6 anos,750000,LFT,0,2020-10-30
554,0,2024-01-01,0.0,0,2500000,6.3199,Venda,2020-10-29,2061574409.62,LTN 48 meses,2500000,LTN,0,2020-10-30
554,0,2022-10-01,0.0,0,1380000,4.8699,Venda,2020-10-29,1259940480.62,LTN 24 meses,2000000,LTN,0,2020-10-30
556,"370139985,47",2022-03-01,0.0,34563,232350,0.12,Venda,2020-10-29,2488268542.34,LFT 1 ano,750000,LFT,0,2020-10-30
554,0,2021-10-01,0.0,0,17617500,3.1224,Venda,2020-10-29,17129790459.41,LTN 12 meses,20000000,LTN,0,2020-10-30
555,0,2027-01-01,0.0,0,500000,7.21,Venda,2020-10-29,583001138.17,NTN-F 7 anos,500000,NTN-F,0,2020-10-30
561,0,2023-05-15,0.0,0,5000000,1.26,Venda,2020-11-03,19202059974.6,NTN-B 3 anos,5000000,NTN-B,0,2020-11-04
566,"456465938,16",2022-10-01,0.0,499997,2040000,4.9249,Venda,2020-11-05,1862034611.28,LTN 24 meses,2500000,LTN,0,2020-11-06
566,991464796,2021-04-01,0.0,1000000,5000000,2.209,Venda,2020-11-05,4956894540.3,LTN 6 meses,5000000,LTN,0,2020-11-06
568,"27979368,94",2022-03-01,0.0,2612,314650,0.1249,Venda,2020-11-05,3370485619.4,LFT 1 ano,750000,LFT,0,2020-11-06
566,"1318026756,67",2024-01-01,0.0,1600000,8000000,6.3949,Venda,2020-11-05,6588514084.19,LTN 48 meses,8000000,LTN,0,2020-11-06
568,0,2027-03-01,0.0,0,128800,0.345,Venda,2020-11-05,1352330118.34,LFT 6 anos,750000,LFT,0,2020-11-06
567,"70896042,27",2031-01-01,0.0,59998,255000,7.8299,Venda,2020-11-05,301227640.53,NTN-F 10 anos,300000,NTN-F,0,2020-11-06
567,"233228825,52",2027-01-01,0.0,200000,1000000,7.2549,Venda,2020-11-05,1165818077.75,NTN-F 7 anos,1000000,NTN-F,0,2020-11-06
570,40620020,2055-05-15,0.0,9001,66500,4.25,Venda,2020-11-10,300103470.21,NTN-B 40 anos,100000,NTN-B,0,2020-11-11
570,"2447944,92",2040-08-15,0.0,567,8500,3.99,Venda,2020-11-10,36697587.46,NTN-B 20 anos,100000,NTN-B,0,2020-11-11
570,"118003512,65",2030-08-15,0.0,28501,322000,3.339,Venda,2020-11-10,1333185890.97,NTN-B 10 anos,1250000,NTN-B,0,2020-11-11
570,"739344112,53",2025-05-15,0.0,185598,928000,2.2988,Venda,2020-11-10,3696760398.84,NTN-B 5 anos,1250000,NTN-B,0,2020-11-11
572,"3662330431,75",2021-10-01,0.0,3760000,20000000,3.055,Venda,2020-11-12,19478145346.35,LTN 12 meses,20000000,LTN,0,2020-11-13
574,"170567741,9",2022-03-01,0.0,15920,326000,0.1399,Venda,2020-11-12,3492781649.64,LFT 1 ano,500000,LFT,0,2020-11-13
572,0,2022-10-01,0.0,0,2000000,4.8329,Venda,2020-11-12,1830333858.05,LTN 24 meses,2000000,LTN,0,2020-11-13
573,"139781748,76",2027-01-01,0.0,119544,1500000,7.2,Venda,2020-11-12,1753446824.88,NTN-F 7 anos,1500000,NTN-F,0,2020-11-13
574,0,2027-03-01,0.0,0,32200,0.3602,Venda,2020-11-12,337910539.33,LFT 6 anos,500000,LFT,0,2020-11-13
573,"39347856,33",2031-01-01,0.0,33135,300000,7.7798,Venda,2020-11-12,356143745.56,NTN-F 10 anos,300000,NTN-F,0,2020-11-13
572,"82145701,94",2024-01-01,0.0,99360,9000000,6.3139,Venda,2020-11-12,7438924200.34,LTN 48 meses,9000000,LTN,0,2020-11-13
586,"41932815,11",2022-03-01,0.0,3912,231500,0.135,Venda,2020-11-19,2481453655.03,LFT 1 ano,500000,LFT,0,2020-11-20
584,0,2021-04-01,0.0,0,5000000,2.128,Venda,2020-11-19,4962595734.7,LTN 6 meses,5000000,LTN,0,2020-11-20
584,0,2022-10-01,0.0,0,3000000,4.845,Venda,2020-11-19,2747642493.96,LTN 24 meses,3000000,LTN,0,2020-11-20
584,0,2024-01-01,0.0,0,4000000,6.41,Venda,2020-11-19,3301891020.83,LTN 48 meses,4000000,LTN,0,2020-11-20
585,0,2027-01-01,0.0,0,1500000,7.424,Venda,2020-11-19,1739411458.04,NTN-F 7 anos,1500000,NTN-F,0,2020-11-20
586,"91834113,98",2027-03-01,0.0,8747,123500,0.36,Venda,2020-11-19,1296617477.82,LFT 6 anos,500000,LFT,0,2020-11-20
585,0,2031-01-01,0.0,0,1500000,8.0817,Venda,2020-11-19,1748908234.5,NTN-F 10 anos,1500000,NTN-F,0,2020-11-20
590,"27844691,19",2055-05-15,0.0,6402,94000,4.365,Venda,2020-11-24,408841139.81,NTN-B 40 anos,100000,NTN-B,0,2020-11-25
590,"2952629,99",2040-08-15,0.0,696,6000,4.17,Venda,2020-11-24,25453706.88,NTN-B 20 anos,100000,NTN-B,0,2020-11-25
590,0,2030-08-15,0.0,0,362500,3.51,Venda,2020-11-24,1487955096.3,NTN-B 10 anos,1000000,NTN-B,0,2020-11-25
590,"463325791,72",2025-05-15,0.0,119847,637500,2.51,Venda,2020-11-24,2464560583.53,NTN-B 5 anos,1000000,NTN-B,0,2020-11-25
593,"4876205974,25",2021-10-01,0.0,4999997,25000000,3.0449,Venda,2020-11-26,24378138607.9,LTN 12 meses,25000000,LTN,0,2020-11-27
595,"354365182,02",2022-03-01,0.0,33046,266600,0.1344,Venda,2020-11-26,2858856065.37,LFT 1 ano,500000,LFT,0,2020-11-27
593,"457263972,37",2022-10-01,0.0,499997,2500000,4.9894,Venda,2020-11-26,2285889172.17,LTN 24 meses,2500000,LTN,0,2020-11-27
594,"348149371,51",2027-01-01,0.0,299998,1500000,7.44,Venda,2020-11-26,1740261841.01,NTN-F 7 anos,1500000,NTN-F,0,2020-11-27
595,"58801875,24",2027-03-01,0.0,5600,233400,0.365,Venda,2020-11-26,2450778157.42,LFT 6 anos,500000,LFT,0,2020-11-27
594,"70472485,85",2031-01-01,0.0,60000,300000,8.0198,Venda,2020-11-26,352253017.17,NTN-F 10 anos,300000,NTN-F,0,2020-11-27
593,"740694101,04",2024-01-01,0.0,899997,4500000,6.5549,Venda,2020-11-26,3702546746.16,LTN 48 meses,4500000,LTN,0,2020-11-27
601,"6070685069,09",2023-05-15,0.0,1599990,8000000,1.017,Venda,2020-12-01,30353605728.39,NTN-B 3 anos,8000000,NTN-B,0,2020-12-02
604,0,2021-04-01,0.0,0,1000000,2.0543,Venda,2020-12-03,993568013.5,LTN 6 meses,1000000,LTN,0,2020-12-04
606,"39737977,52",2022-03-01,0.0,3704,69500,0.129,Venda,2020-12-03,745623498.77,LFT 1 ano,1000000,LFT,0,2020-12-04
604,"737989159,65",2022-10-01,0.0,799997,4000000,4.5489,Venda,2020-12-03,3689303286.82,LTN 24 meses,4000000,LTN,0,2020-12-04
605,"71042883,91",2027-01-01,0.0,60000,300000,7.019,Venda,2020-12-03,355118865.2,NTN-F 7 anos,300000,NTN-F,0,2020-12-04
606,"1178999399,05",2027-03-01,0.0,112225,930500,0.364,Venda,2020-12-03,9775530771.68,LFT 6 anos,1000000,LFT,0,2020-12-04
604,"2508954221,04",2024-01-01,0.0,2999997,15000000,6.0388,Venda,2020-12-03,12541848575.07,LTN 48 meses,15000000,LTN,0,2020-12-04
605,"36015059,29",2031-01-01,0.0,30000,150000,7.6799,Venda,2020-12-03,180021574.55,NTN-F 10 anos,150000,NTN-F,0,2020-12-04
608,"75414304,6",2055-05-15,0.0,16421,88000,4.0799,Venda,2020-12-08,404144620.42,NTN-B 40 anos,100000,NTN-B,0,2020-12-09
608,"7727210,5",2040-08-15,0.0,1759,12000,3.94,Venda,2020-12-08,52715478.42,NTN-B 20 anos,100000,NTN-B,0,2020-12-09
608,"148775085,47",2030-08-15,0.0,35004,430700,3.13,Venda,2020-12-08,1830574486.5,NTN-B 10 anos,1000000,NTN-B,0,2020-12-09
608,"451710264,43",2025-05-15,0.0,113853,569300,2.0097,Venda,2020-12-08,2258690184.56,NTN-B 5 anos,1000000,NTN-B,0,2020-12-09
615,"479759007,42",2027-01-01,0.0,399994,2000000,6.738,Venda,2020-12-10,2398207027.82,NTN-F 7 anos,2000000,NTN-F,0,2020-12-11
615,"121927765,96",2031-01-01,0.0,99994,500000,7.438,Venda,2020-12-10,609498455.1,NTN-F 10 anos,500000,NTN-F,0,2020-12-11
616,"1680623988,37",2027-03-01,0.0,159882,948050,0.362,Venda,2020-12-10,9965571935.45,LFT 6 anos,1500000,LFT,0,2020-12-11
614,"2865824136,42",2024-01-01,0.0,3399990,17000000,5.8275,Venda,2020-12-10,14325938340.72,LTN 48 meses,17000000,LTN,0,2020-12-11
614,"1478954415,49",2022-10-01,0.0,1599994,8000000,4.475,Venda,2020-12-10,7393505277.02,LTN 24 meses,8000000,LTN,0,2020-12-11
616,"449361612,08",2022-03-01,0.0,41864,251000,0.12,Venda,2020-12-10,2694194645.45,LFT 1 ano,1500000,LFT,0,2020-12-11
614,"3911580232,57",2021-10-01,0.0,3999994,20000000,2.8449,Venda,2020-12-10,19555748307.9,LTN 12 meses,20000000,LTN,0,2020-12-11
620,"692939382,9",2023-05-15,0.0,180612,1250000,0.754,Venda,2020-12-15,4795771345.61,NTN-B 3 anos,1250000,NTN-B,0,2020-12-16
626,"505774727,02",2022-03-01,0.0,47101,365000,0.1201,Venda,2020-12-17,3919402462.37,LFT 1 ano,1000000,LFT,0,2020-12-18
624,0,2021-04-01,0.0,0,1000000,2.0074,Venda,2020-12-17,994504485.75,LTN 6 meses,1000000,LTN,0,2020-12-18
624,0,2022-10-01,0.0,0,6000000,4.2588,Venda,2020-12-17,5571714860.4,LTN 24 meses,6000000,LTN,0,2020-12-18
625,"6763738,17",2031-01-01,0.0,5470,200000,7.2299,Venda,2020-12-17,247233100.2,NTN-F 10 anos,300000,NTN-F,0,2020-12-18
625,"185852542,91",2027-01-01,0.0,153492,2500000,6.545,Venda,2020-12-17,3026308856.75,NTN-F 7 anos,2500000,NTN-F,0,2020-12-18
626,"619432938,87",2027-03-01,0.0,58902,579250,0.362,Venda,2020-12-17,6091584833.6,LFT 6 anos,1000000,LFT,0,2020-12-18
624,0,2024-01-01,0.0,0,15000000,5.564,Venda,2020-12-17,12747240051.65,LTN 48 meses,15000000,LTN,0,2020-12-18
635,"24310,46",2055-05-15,0.0,5,50000,3.82,Venda,2021-01-05,243104635.59,NTN-B 40 anos,50000,NTN-B,0,2021-01-06
635,0,2030-08-15,0.0,0,500000,2.89,Venda,2021-01-05,2190079749.99,NTN-B 10 anos,500000,NTN-B,0,2021-01-06
635,"619920019,25",2026-08-15,0.0,149387,750000,2.3407,Venda,2021-01-05,3112319107.5,NTN-B 5 anos,750000,NTN-B,0,2021-01-06
641,0,2031-01-01,0.0,0,300000,7.3499,Venda,2021-01-07,354875144.72,NTN-F 10 anos,300000,NTN-F,0,2021-01-08
641,0,2029-01-01,0.0,0,3500000,7.0944,Venda,2021-01-07,4105687401.65,NTN-F 8 anos,3500000,NTN-F,0,2021-01-08
642,"265930729,5",2027-03-01,0.0,25212,847850,0.332,Venda,2021-01-07,8942938641.35,LFT 6 anos,1000000,LFT,0,2021-01-08
640,0,2024-07-01,0.0,0,2032000,6.0798,Venda,2021-01-07,1657984532.52,LTN 48 meses,2500000,LTN,0,2021-01-08
640,0,2023-01-01,0.0,0,4800000,4.6898,Venda,2021-01-07,4385591302.37,LTN 24 meses,5000000,LTN,0,2021-01-08
