auction_number,accepted_amount_2nd_round,maturity_date,amount_to_central_bank,quantity_accepted_2nd_round,quantity_accepted,rate,auction_type,auction_date,accepted_amount,benchmark,quantity_tendered,bond_type,quantity_to_central_bank,settlement_date
501,198932482,2027-01-01,0.0,200000,1000000,10.9049,Venda,2017-06-08,994250401.32,NTN-F 10 anos,1000000,NTN-F,0,2017-06-09
501,"101515668,18",2023-01-01,0.0,99999,500000,10.7639,Venda,2017-06-08,507377158.96,NTN-F 7 anos,500000,NTN-F,0,2017-06-09
500,"296961773,53",2020-07-01,0.0,400000,2000000,10.31,Venda,2017-06-08,1484230389.73,LTN 48 meses,2000000,LTN,0,2017-06-09
507,0,2055-05-15,0.0,0,60850,5.6499,Venda,2017-06-13,193742689.69,NTN-B 40 anos,150000,NTN-B,0,2017-06-14
508,-,2055-05-15,0.0,-,0,0.0,Compra,2017-06-13,0.0,NTN-B 40 anos,150000,NTN-B,0,2017-06-14
508,-,2050-08-15,0.0,-,0,0.0,Compra,2017-06-13,0.0,,150000,NTN-B,0,2017-06-14
508,-,2045-05-15,0.0,-,0,0.0,Compra,2017-06-13,0.0,,150000,NTN-B,0,2017-06-14
508,-,2040-08-15,0.0,-,0,0.0,Compra,2017-06-13,0.0,,150000,NTN-B,0,2017-06-14
508,-,2035-05-15,0.0,-,0,0.0,Compra,2017-06-13,0.0,NTN-B 20 anos,150000,NTN-B,0,2017-06-14
507,"74942,85",2035-05-15,0.0,24,89150,5.69,Venda,2017-06-13,278381472.25,NTN-B 20 anos,150000,NTN-B,0,2017-06-14
507,0,2026-08-15,0.0,0,217800,5.69,Venda,2017-06-13,680767503.03,NTN-B 10 anos,1000000,NTN-B,0,2017-06-14
507,0,2022-08-15,0.0,0,782200,5.69,Venda,2017-06-13,2425709376.24,NTN-B 5 anos,1000000,NTN-B,0,2017-06-14
527,"256303244,14",2019-04-01,0.0,299997,1500000,9.31,Venda,2017-06-14,1281076067.23,LTN 24 meses,1500000,LTN,0,2017-06-16
527,"187035039,7",2018-04-01,0.0,200000,1000000,9.0089,Venda,2017-06-14,934855469.35,LTN 12 meses,1000000,LTN,0,2017-06-16
527,"374688398,99",2020-07-01,0.0,500000,2500000,10.029,Venda,2017-06-14,1872730663.45,LTN 48 meses,2500000,LTN,0,2017-06-16
528,"490162464,28",2023-03-01,0.0,55234,1500000,0.0269,Venda,2017-06-14,13311430847.69,LFT 6 anos,1500000,LFT,0,2017-06-16
566,"284610816,09",2027-01-01,0.0,281997,1500000,10.7099,Venda,2017-06-22,1513289164.36,NTN-F 10 anos,1500000,NTN-F,0,2017-06-23
567,-,2027-01-01,0.0,-,0,0.0,Compra,2017-06-22,0.0,NTN-F 10 anos,150000,NTN-F,0,2017-06-23
567,-,2025-01-01,0.0,-,0,0.0,Compra,2017-06-22,0.0,,150000,NTN-F,0,2017-06-23
566,"74247510,24",2023-01-01,0.0,72000,750000,10.4489,Venda,2017-06-22,773105082.14,NTN-F 7 anos,750000,NTN-F,0,2017-06-23
565,0,2020-07-01,0.0,0,3500000,9.964,Venda,2017-06-22,2631903818.45,LTN 48 meses,3500000,LTN,0,2017-06-23
565,"183212960,51",2019-04-01,0.0,213646,2000000,9.1859,Venda,2017-06-22,1714507731.19,LTN 24 meses,2000000,LTN,0,2017-06-23
565,0,2017-10-01,0.0,0,1000000,9.4375,Venda,2017-06-22,975260000.0,LTN 6 meses,1000000,LTN,0,2017-06-23
571,"5087629,98",2055-05-15,0.0,1591,33000,5.63,Venda,2017-06-27,105525952.0,NTN-B 40 anos,150000,NTN-B,0,2017-06-28
571,"8027160,03",2035-05-15,0.0,2559,46750,5.66,Venda,2017-06-27,146647023.16,NTN-B 20 anos,150000,NTN-B,0,2017-06-28
571,"83155894,41",2026-08-15,0.0,26551,135950,5.68,Venda,2017-06-27,425785991.17,NTN-B 10 anos,750000,NTN-B,0,2017-06-28
571,"100066268,73",2022-08-15,0.0,32211,330200,5.68,Venda,2017-06-27,1025794975.2,NTN-B 5 anos,750000,NTN-B,0,2017-06-28
579,"26309399,01",2018-04-01,0.0,28000,1000000,8.8096,Venda,2017-06-29,939306521.35,LTN 12 meses,1000000,LTN,0,2017-06-30
579,"347465368,59",2020-07-01,0.0,460000,5000000,9.8789,Venda,2017-06-29,3775377815.9,LTN 48 meses,5000000,LTN,0,2017-06-30
580,"222867791,5",2023-03-01,0.0,25007,1000000,0.0176,Venda,2017-06-29,8912212510.12,LFT 6 anos,1000000,LFT,0,2017-06-30
579,"120054067,48",2019-04-01,0.0,139576,2000000,9.1089,Venda,2017-06-29,1719672351.22,LTN 24 meses,2000000,LTN,0,2017-06-30
613,"366411685,01",2027-01-01,0.0,378179,1990100,10.6397,Venda,2017-07-06,1927401622.03,NTN-F 10 anos,2000000,NTN-F,0,2017-07-07
613,"280568689,91",2023-01-01,0.0,283628,1500000,10.3699,Venda,2017-07-06,1483234166.26,NTN-F 7 anos,1500000,NTN-F,0,2017-07-07
612,"256716845,99",2021-07-01,0.0,378180,2000000,10.2989,Venda,2017-07-06,1357111973.0,LTN 48 meses,2000000,LTN,0,2017-07-07
612,"155098632,83",2019-10-01,0.0,189090,1000000,9.3549,Venda,2017-07-06,819945085.65,LTN 24 meses,1000000,LTN,0,2017-07-07
612,"141241984,85",2018-10-01,0.0,156363,1000000,8.6799,Venda,2017-07-06,902996869.5,LTN 12 meses,1000000,LTN,0,2017-07-07
617,"55092634,23",2022-08-15,0.0,17638,339450,5.569,Venda,2017-07-11,1060278642.29,NTN-B 5 anos,500000,NTN-B,0,2017-07-12
617,"20016319,49",2026-08-15,0.0,6356,160550,5.61,Venda,2017-07-11,505604168.98,NTN-B 10 anos,500000,NTN-B,0,2017-07-12
617,"6709270,33",2035-05-15,0.0,2130,145000,5.6289,Venda,2017-07-11,456734366.09,NTN-B 20 anos,150000,NTN-B,0,2017-07-12
617,0,2055-05-15,0.0,0,5000,5.535,Venda,2017-07-11,16232957.84,NTN-B 40 anos,150000,NTN-B,0,2017-07-12
624,"160913544,63",2023-09-01,0.0,17983,1500000,0.015,Venda,2017-07-13,13422145130.41,LFT 6 anos,1500000,LFT,0,2017-07-14
622,"687603212,4",2021-07-01,0.0,999991,5000000,9.9859,Venda,2017-07-13,3436748253.11,LTN 48 meses,5000000,LTN,0,2017-07-14
622,"660057345,99",2019-10-01,0.0,799996,4000000,9.1467,Venda,2017-07-13,3299153080.68,LTN 24 meses,4000000,LTN,0,2017-07-14
622,178587837,2018-04-01,0.0,189081,1000000,8.5229,Venda,2017-07-13,944197782.5,LTN 6 meses,1000000,LTN,0,2017-07-14
640,"9925392,63",2018-10-01,0.0,10909,1000000,8.3238,Venda,2017-07-20,909546501.0,LTN 12 meses,1000000,LTN,0,2017-07-21
640,"628654507,53",2019-10-01,0.0,756359,4000000,8.878,Venda,2017-07-20,3323513221.47,LTN 24 meses,4000000,LTN,0,2017-07-21
641,"200744951,06",2027-01-01,0.0,199997,1000000,10.0789,Venda,2017-07-20,1003355879.81,NTN-F 10 anos,1000000,NTN-F,0,2017-07-21
641,"406224909,67",2023-01-01,0.0,399995,2000000,9.7999,Venda,2017-07-20,2030391078.94,NTN-F 7 anos,2000000,NTN-F,0,2017-07-21
640,"696031449,74",2021-07-01,0.0,999995,5000000,9.7029,Venda,2017-07-20,3478893927.33,LTN 48 meses,5000000,LTN,0,2017-07-21
645,0,2055-05-15,0.0,0,117000,5.314,Venda,2017-07-25,393780926.54,NTN-B 40 anos,150000,NTN-B,0,2017-07-26
645,0,2035-05-15,0.0,0,33000,5.29,Venda,2017-07-25,108034695.01,NTN-B 20 anos,150000,NTN-B,0,2017-07-26
645,"16163018,79",2026-08-15,0.0,5000,197000,5.25,Venda,2017-07-25,636822940.32,NTN-B 10 anos,1000000,NTN-B,0,2017-07-26
645,0,2022-08-15,0.0,0,803000,5.089,Venda,2017-07-25,2563919433.46,NTN-B 5 anos,1000000,NTN-B,0,2017-07-26
648,"92496343,76",2023-09-01,0.0,10298,709450,0.015,Venda,2017-07-27,6372261865.3,LFT 6 anos,1000000,LFT,0,2017-07-28
647,"150814107,82",2021-07-01,0.0,215003,5000000,9.534,Venda,2017-07-27,3505979668.88,LTN 48 meses,5000000,LTN,0,2017-07-28
647,"351178050,68",2019-10-01,0.0,419927,2885000,8.6438,Venda,2017-07-27,2411884716.23,LTN 24 meses,4000000,LTN,0,2017-07-28
647,"158096666,87",2018-04-01,0.0,166363,1000000,8.0457,Venda,2017-07-27,950019393.0,LTN 6 meses,1000000,LTN,0,2017-07-28
674,"149617594,45",2019-10-01,10073067528.0,178181,1000000,8.512,Venda,2017-08-03,839422293.5,LTN 24 meses,1000000,LTN,12000000,2017-08-04
674,"76840529,46",2018-10-01,0.0,83838,1000000,7.928,Venda,2017-08-03,916258470.0,LTN 12 meses,1000000,LTN,0,2017-08-04
675,"205658501,09",2023-01-01,0.0,199999,1000000,9.5699,Venda,2017-08-03,1027920769.0,NTN-F 7 anos,1000000,NTN-F,0,2017-08-04
674,"493696820,11",2021-07-01,10011588803.0,699987,3500000,9.4289,Venda,2017-08-03,2467645128.75,LTN 48 meses,3500000,LTN,14200000,2017-08-04
675,"203896313,22",2027-01-01,0.0,199997,1000000,9.8787,Venda,2017-08-03,1019112876.17,NTN-F 10 anos,1000000,NTN-F,0,2017-08-04
679,"5777958,18",2055-05-15,0.0,1672,10000,5.16,Venda,2017-08-08,34557166.35,NTN-B 40 anos,150000,NTN-B,0,2017-08-09
679,"40545717,53",2035-05-15,0.0,12156,140000,5.14,Venda,2017-08-08,466962854.21,NTN-B 20 anos,150000,NTN-B,0,2017-08-09
679,"107557398,7",2026-08-15,0.0,32688,242550,5.02,Venda,2017-08-08,798092482.58,NTN-B 10 anos,1000000,NTN-B,0,2017-08-09
679,"387487653,62",2022-08-15,0.0,119202,757450,4.71,Venda,2017-08-08,2462228178.01,NTN-B 5 anos,1000000,NTN-B,0,2017-08-09
683,"18261758,17",2023-09-01,18027401954.12329,2026,750000,0.012,Venda,2017-08-10,6760275213.51,LFT 6 anos,750000,LFT,2000000,2017-08-11
682,"191925334,91",2021-07-01,0.0,273508,4500000,9.6266,Venda,2017-08-10,3156571296.96,LTN 48 meses,4500000,LTN,0,2017-08-11
682,"82028717,88",2018-04-01,0.0,86000,1000000,7.9388,Venda,2017-08-10,953533102.7,LTN 6 meses,1000000,LTN,0,2017-08-11
682,"166887859,31",2019-10-01,0.0,199085,1500000,8.6838,Venda,2017-08-10,1256994726.12,LTN 24 meses,1500000,LTN,0,2017-08-11
697,"201782030,38",2027-01-01,0.0,200000,1000000,10.1279,Venda,2017-08-17,1008522032.56,NTN-F 10 anos,1000000,NTN-F,0,2017-08-18
697,"204432213,85",2023-01-01,0.0,199997,1000000,9.8339,Venda,2017-08-17,1021795697.73,NTN-F 7 anos,1000000,NTN-F,0,2017-08-18
696,"511669535,09",2021-07-01,0.0,729000,4000000,9.6689,Venda,2017-08-17,2806478957.94,LTN 48 meses,4000000,LTN,0,2017-08-18
696,"587014387,71",2019-10-01,0.0,699543,3500000,8.7249,Venda,2017-08-17,2936012749.11,LTN 24 meses,3500000,LTN,0,2017-08-18
696,"174634600,25",2018-10-01,0.0,190000,1000000,7.9488,Venda,2017-08-17,918850515.15,LTN 12 meses,1000000,LTN,0,2017-08-18
713,0,2022-08-15,0.0,0,414450,4.78,Venda,2017-08-22,1313010862.92,NTN-B 5 anos,500000,NTN-B,0,2017-08-23
713,"4839491,97",2035-05-15,0.0,1450,145000,5.18,Venda,2017-08-22,483949197.13,NTN-B 20 anos,150000,NTN-B,0,2017-08-23
713,0,2055-05-15,0.0,0,5000,5.225,Venda,2017-08-22,17189708.43,NTN-B 40 anos,150000,NTN-B,0,2017-08-23
713,"10290340,2",2026-08-15,0.0,3200,85550,5.0288,Venda,2017-08-22,275105813.91,NTN-B 10 anos,500000,NTN-B,0,2017-08-23
722,"80149663,7",2023-09-01,0.0,8861,750000,0.0127,Venda,2017-08-24,6783912932.95,LFT 6 anos,750000,LFT,0,2017-08-25
721,"335040700,31",2021-07-01,10016025465.2,474824,2500000,9.5689,Venda,2017-08-24,1763384764.85,LTN 48 meses,2500000,LTN,14200000,2017-08-25
721,"320399563,63",2019-10-01,10114651068.0,379997,2000000,8.5577,Venda,2017-08-24,1685775177.67,LTN 24 meses,2000000,LTN,12000000,2017-08-25
721,"182013723,15",2018-04-01,0.0,190000,1000000,7.6939,Venda,2017-08-24,957685182.0,LTN 6 meses,1000000,LTN,0,2017-08-25
738,"19006080,49",2027-01-01,0.0,18600,500000,9.9719,Venda,2017-08-31,510722812.94,NTN-F 10 anos,500000,NTN-F,0,2017-09-01
738,"7765935,23",2023-01-01,0.0,7500,750000,9.5889,Venda,2017-08-31,776308788.7,NTN-F 7 anos,750000,NTN-F,0,2017-09-01
736,"10648607,25",2021-07-01,0.0,15000,3000000,9.4469,Venda,2017-08-31,2128955300.45,LTN 48 meses,3000000,LTN,0,2017-09-01
736,0,2019-10-01,0.0,0,1500000,8.4125,Venda,2017-08-31,1269931160.35,LTN 24 meses,1500000,LTN,0,2017-09-01
736,0,2018-10-01,0.0,0,1000000,7.6188,Venda,2017-08-31,924651797.85,LTN 12 meses,1000000,LTN,0,2017-09-01
748,"272920995,08",2022-08-15,0.0,85159,342400,4.5799,Venda,2017-09-05,1097337318.72,NTN-B 5 anos,1000000,NTN-B,0,2017-09-06
748,"102468517,88",2026-08-15,0.0,31545,168050,4.9291,Venda,2017-09-05,545881579.71,NTN-B 10 anos,1000000,NTN-B,0,2017-09-06
749,-,2035-05-15,0.0,-,0,0.0,Compra,2017-09-05,0.0,NTN-B 20 anos,300000,NTN-B,0,2017-09-06
748,-,2035-05-15,0.0,-,12600,5.0799,Venda,2017-09-05,42652574.92,NTN-B 20 anos,150000,NTN-B,0,2017-09-06
749,-,2045-05-15,0.0,-,0,0.0,Compra,2017-09-05,0.0,,300000,NTN-B,0,2017-09-06
749,-,2050-08-15,0.0,-,0,0.0,Compra,2017-09-05,0.0,,300000,NTN-B,0,2017-09-06
749,-,2040-08-15,0.0,-,0,0.0,Compra,2017-09-05,0.0,,300000,NTN-B,0,2017-09-06
749,-,2055-05-15,0.0,-,0,0.0,Compra,2017-09-05,0.0,NTN-B 40 anos,300000,NTN-B,0,2017-09-06
748,-,2055-05-15,0.0,-,26500,5.18,Venda,2017-09-05,92057395.13,NTN-B 40 anos,150000,NTN-B,0,2017-09-06
752,"192020385,26",2018-04-01,0.0,199664,1000000,7.4499,Venda,2017-09-06,961443491.5,LTN 6 meses,1000000,LTN,0,2017-09-08
753,"22686379,65",2023-09-01,0.0,2500,750000,0.0114,Venda,2017-09-06,6805911635.3,LFT 6 anos,750000,LFT,0,2017-09-08
752,"644572359,59",2021-07-01,0.0,899997,4500000,9.2338,Venda,2017-09-06,3221733735.95,LTN 48 meses,4500000,LTN,0,2017-09-08
752,"595503771,31",2019-10-01,0.0,699992,3500000,8.2388,Venda,2017-09-06,2976615507.5,LTN 24 meses,3500000,LTN,0,2017-09-08
761,"87866599,12",2023-01-01,0.0,84000,750000,9.404,Venda,2017-09-14,784242242.75,NTN-F 7 anos,750000,NTN-F,0,2017-09-15
760,"185865997,72",2018-10-01,0.0,199997,1000000,7.3949,Venda,2017-09-14,929081038.0,LTN 12 meses,1000000,LTN,0,2017-09-15
761,"114649233,05",2027-01-01,0.0,110983,750000,9.8309,Venda,2017-09-14,774484098.4,NTN-F 10 anos,750000,NTN-F,0,2017-09-15
760,"199702134,54",2021-07-01,0.0,278331,4000000,9.2324,Venda,2017-09-14,2868981971.85,LTN 48 meses,4000000,LTN,0,2017-09-15
760,"407084345,24",2019-10-01,0.0,477458,2500000,8.201,Venda,2017-09-14,2130848883.27,LTN 24 meses,2500000,LTN,0,2017-09-15
769,-,2035-05-15,0.0,-,21300,5.0099,Venda,2017-09-19,72742368.81,NTN-B 20 anos,150000,NTN-B,0,2017-09-20
769,"45306594,44",2026-08-15,2776139366.6637325,13872,114450,4.867,Venda,2017-09-19,373799000.49,NTN-B 10 anos,750000,NTN-B,850000,2017-09-20
769,"291776172,83",2022-08-15,0.0,90935,380550,4.5788,Venda,2017-09-19,1221041651.58,NTN-B 5 anos,750000,NTN-B,0,2017-09-20
769,-,2055-05-15,2999867397.013075,-,2100,5.087,Venda,2017-09-19,7411437.09,NTN-B 40 anos,150000,NTN-B,850000,2017-09-20
777,"182698909,49",2023-09-01,0.0,20069,750000,0.0092,Venda,2017-09-21,6827653096.46,LFT 6 anos,750000,LFT,0,2017-09-22
776,"65225410,47",2021-07-01,0.0,90000,4500000,8.9929,Venda,2017-09-21,3260146772.09,LTN 48 meses,4500000,LTN,0,2017-09-22
776,"429072382,98",2019-10-01,0.0,499997,2500000,7.938,Venda,2017-09-21,2144724269.9,LTN 24 meses,2500000,LTN,0,2017-09-22
776,"25749792,82",2018-04-01,0.0,26666,1000000,7.1838,Venda,2017-09-21,965375123.0,LTN 6 meses,1000000,LTN,0,2017-09-22
803,"429270467,32",2019-10-01,0.0,499997,2500000,7.9987,Venda,2017-09-28,2145708338.0,LTN 24 meses,2500000,LTN,0,2017-09-29
803,"505710299,62",2021-07-01,0.0,699991,3500000,9.132,Venda,2017-09-28,2527705051.59,LTN 48 meses,3500000,LTN,0,2017-09-29
803,"186835607,39",2018-10-01,0.0,199997,1000000,7.1514,Venda,2017-09-28,933936054.3,LTN 12 meses,1000000,LTN,0,2017-09-29
805,-,2025-01-01,0.0,-,0,0.0,Compra,2017-09-28,0.0,,150000,NTN-F,0,2017-09-29
804,"207343573,21",2027-01-01,0.0,199995,1000000,9.8329,Venda,2017-09-28,1036358049.83,NTN-F 10 anos,1000000,NTN-F,0,2017-09-29
804,"157792339,45",2023-01-01,0.0,149998,750000,9.349,Venda,2017-09-28,788692261.73,NTN-F 7 anos,750000,NTN-F,0,2017-09-29
805,-,2027-01-01,0.0,-,0,0.0,Compra,2017-09-28,0.0,NTN-F 10 anos,150000,NTN-F,0,2017-09-29
808,0,2022-08-15,0.0,0,545200,4.399,Venda,2017-10-03,1765661903.88,NTN-B 5 anos,750000,NTN-B,0,2017-10-04
808,0,2055-05-15,0.0,0,128400,5.068,Venda,2017-10-03,455476742.72,NTN-B 40 anos,150000,NTN-B,0,2017-10-04
808,0,2035-05-15,0.0,0,21600,4.98,Venda,2017-10-03,74161043.36,NTN-B 20 anos,150000,NTN-B,0,2017-10-04
808,0,2026-08-15,0.0,0,204800,4.78,Venda,2017-10-03,674185576.44,NTN-B 10 anos,750000,NTN-B,0,2017-10-04
824,"111124205,42",2023-09-01,0.0,12166,750000,0.0057,Venda,2017-10-05,6850495097.16,LFT 6 anos,750000,LFT,0,2017-10-06
823,0,2019-10-01,0.0,0,3500000,8.04,Venda,2017-10-05,3006244721.93,LTN 24 meses,3500000,LTN,0,2017-10-06
823,0,2018-04-01,0.0,0,1000000,7.0988,Venda,2017-10-05,968399845.45,LTN 6 meses,1000000,LTN,0,2017-10-06
823,"106930201,89",2021-07-01,0.0,147999,3000000,9.179,Venda,2017-10-05,2166757565.55,LTN 48 meses,3000000,LTN,0,2017-10-06
846,"225707268,8",2027-01-01,0.0,216268,2500000,9.7728,Venda,2017-10-11,2608142817.49,NTN-F 10 anos,2500000,NTN-F,0,2017-10-13
846,"80026234,72",2023-01-01,0.0,76000,1000000,9.4049,Venda,2017-10-11,1052598320.35,NTN-F 7 anos,1000000,NTN-F,0,2017-10-13
845,"226279429,03",2021-07-01,0.0,313000,2500000,9.204,Venda,2017-10-11,1806709458.77,LTN 48 meses,2500000,LTN,0,2017-10-13
845,"279739275,31",2019-10-01,0.0,325212,2000000,8.047,Venda,2017-10-11,1719822500.97,LTN 24 meses,2000000,LTN,0,2017-10-13
845,"91432646,89",2018-10-01,0.0,97600,1000000,7.0979,Venda,2017-10-11,936554568.78,LTN 12 meses,1000000,LTN,0,2017-10-13
858,"244251585,67",2022-08-15,0.0,75197,400000,4.4,Venda,2017-10-17,1299262394.77,NTN-B 5 anos,500000,NTN-B,0,2017-10-18
858,"50620912,56",2035-05-15,0.0,14725,50000,4.998,Venda,2017-10-17,171887648.89,NTN-B 20 anos,150000,NTN-B,0,2017-10-18
858,"6905369,6",2055-05-15,0.0,1944,26450,5.08,Venda,2017-10-17,93954231.54,NTN-B 40 anos,150000,NTN-B,0,2017-10-18
858,"57593801,96",2026-08-15,0.0,17400,100000,4.7449,Venda,2017-10-17,330998862.2,NTN-B 10 anos,500000,NTN-B,0,2017-10-18
861,"20611575,1",2023-09-01,0.0,2250,750000,0.0037,Venda,2017-10-19,6870526630.16,LFT 6 anos,750000,LFT,0,2017-10-20
860,"507989127,44",2021-07-01,0.0,699998,3500000,9.1474,Venda,2017-10-19,2539064722.35,LTN 48 meses,3500000,LTN,0,2017-10-20
860,"549132557,16",2019-10-01,0.0,636998,3500000,8.0088,Venda,2017-10-19,3016298688.25,LTN 24 meses,3500000,LTN,0,2017-10-20
860,"80807887,99",2018-04-01,0.0,83200,1000000,7.0478,Venda,2017-10-19,970986047.4,LTN 6 meses,1000000,LTN,0,2017-10-20
887,0,2027-01-01,0.0,0,3000000,9.7149,Venda,2017-10-26,3151433947.4,NTN-F 10 anos,3000000,NTN-F,0,2017-10-27
887,0,2023-01-01,0.0,0,1500000,9.3888,Venda,2017-10-26,1586273679.3,NTN-F 7 anos,1500000,NTN-F,0,2017-10-27
886,0,2021-07-01,0.0,0,3000000,9.2199,Venda,2017-10-26,2174623162.03,LTN 48 meses,3000000,LTN,0,2017-10-27
886,0,2019-10-01,0.0,0,4500000,8.0849,Venda,2017-10-26,3878407894.41,LTN 24 meses,4500000,LTN,0,2017-10-27
886,"63882230,42",2018-10-01,0.0,68000,1000000,7.0859,Venda,2017-10-26,939188652.9,LTN 12 meses,1000000,LTN,0,2017-10-27
894,-,2055-05-15,0.0,-,8700,5.2175,Venda,2017-10-31,30380601.58,NTN-B 40 anos,150000,NTN-B,0,2017-11-01
894,-,2035-05-15,0.0,-,35700,5.15,Venda,2017-10-31,121261373.45,NTN-B 20 anos,150000,NTN-B,0,2017-11-01
894,"18669707,17",2026-08-15,0.0,5689,88700,4.935,Venda,2017-10-31,291088596.81,NTN-B 10 anos,300000,NTN-B,0,2017-11-01
894,"116092388,44",2022-08-15,0.0,35874,211300,4.5899,Venda,2017-10-31,683791093.33,NTN-B 5 anos,300000,NTN-B,0,2017-11-01
914,0,2018-04-01,0.0,0,1000000,6.9908,Venda,2017-11-01,973552521.4,LTN 6 meses,1000000,LTN,0,2017-11-03
915,"47853753,08",2023-09-01,0.0,5210,750000,0.0067,Venda,2017-11-01,6888738840.28,LFT 6 anos,750000,LFT,0,2017-11-03
914,0,2021-07-01,0.0,0,2000000,9.471,Venda,2017-11-01,1439470171.24,LTN 48 meses,2000000,LTN,0,2017-11-03
914,0,2019-10-01,0.0,0,2000000,8.176,Venda,2017-11-01,1723057641.27,LTN 24 meses,2000000,LTN,0,2017-11-03
947,0,2027-01-01,0.0,0,1000000,10.0298,Venda,2017-11-09,1036046380.92,NTN-F 10 anos,1000000,NTN-F,0,2017-11-10
947,0,2023-01-01,0.0,0,1000000,9.6399,Venda,2017-11-09,1050594462.42,NTN-F 7 anos,1000000,NTN-F,0,2017-11-10
946,0,2021-07-01,0.0,0,3000000,9.47,Venda,2017-11-09,2163333177.97,LTN 48 meses,3000000,LTN,0,2017-11-10
946,0,2019-10-01,0.0,0,3000000,8.1789,Venda,2017-11-09,2588682500.35,LTN 24 meses,3000000,LTN,0,2017-11-10
946,0,2018-10-01,0.0,0,1000000,7.0438,Venda,2017-11-09,941854923.4,LTN 12 meses,1000000,LTN,0,2017-11-10
948,0,2055-05-15,0.0,0,6500,5.3675,Venda,2017-11-14,21684798.21,NTN-B 40 anos,150000,NTN-B,0,2017-11-16
948,0,2035-05-15,0.0,0,143500,5.35,Venda,2017-11-14,466142893.75,NTN-B 20 anos,150000,NTN-B,0,2017-11-16
948,0,2026-08-15,0.0,0,59700,5.148,Venda,2017-11-14,193862550.49,NTN-B 10 anos,300000,NTN-B,0,2017-11-16
948,0,2022-08-15,0.0,0,240300,4.78,Venda,2017-11-14,774379124.22,NTN-B 5 anos,300000,NTN-B,0,2017-11-16
960,"603258292,8",2019-10-01,0.0,699516,3500000,8.3024,Venda,2017-11-16,3017423000.86,LTN 24 meses,3500000,LTN,0,2017-11-17
960,"85918948,63",2018-04-01,0.0,88000,1000000,6.9338,Venda,2017-11-16,976092096.5,LTN 6 meses,1000000,LTN,0,2017-11-17
960,"287004706,69",2021-07-01,0.0,399996,2000000,9.683,Venda,2017-11-16,1434509215.84,LTN 48 meses,2000000,LTN,0,2017-11-17
962,"51860006,94",2023-09-01,0.0,5632,500000,0.0053,Venda,2017-11-16,4604048010.8,LFT 6 anos,500000,LFT,0,2017-11-17
975,"151219794,87",2018-10-01,0.0,160000,1000000,6.9428,Venda,2017-11-23,944871965.7,LTN 12 meses,1000000,LTN,0,2017-11-24
975,"493795036,9",2019-10-01,0.0,569998,3000000,8.1279,Venda,2017-11-23,2598123481.67,LTN 24 meses,3000000,LTN,0,2017-11-24
976,"97933802,62",2027-01-01,0.0,94839,1500000,10.1599,Venda,2017-11-23,1548346359.87,NTN-F 10 anos,1500000,NTN-F,0,2017-11-24
976,"43353319,28",2023-01-01,0.0,41333,376000,9.7888,Venda,2017-11-23,394231300.04,NTN-F 7 anos,500000,NTN-F,0,2017-11-24
975,"362921398,86",2021-07-01,0.0,502174,3000000,9.5139,Venda,2017-11-23,2167314734.8,LTN 48 meses,3000000,LTN,0,2017-11-24
981,-,2055-05-15,0.0,-,5350,5.3075,Venda,2017-11-28,18076709.93,NTN-B 40 anos,150000,NTN-B,0,2017-11-29
981,-,2035-05-15,0.0,-,58300,5.29,Venda,2017-11-28,191257158.51,NTN-B 20 anos,150000,NTN-B,0,2017-11-29
981,"3998431,65",2026-08-15,0.0,1213,199200,4.97,Venda,2017-11-28,656626205.34,NTN-B 10 anos,500000,NTN-B,0,2017-11-29
981,0,2022-08-15,0.0,0,300800,4.637,Venda,2017-11-28,977956286.76,NTN-B 5 anos,500000,NTN-B,0,2017-11-29
1004,"31930017,88",2023-09-01,0.0,3458,500000,0.0058,Venda,2017-11-30,4616833064.45,LFT 6 anos,500000,LFT,0,2017-12-01
1003,"216414639,89",2021-07-01,0.0,300000,2000000,9.622,Venda,2017-11-30,1442235177.9,LTN 48 meses,2000000,LTN,0,2017-12-01
1003,"442387912,43",2019-10-01,0.0,509998,3000000,8.141,Venda,2017-11-30,2601483709.99,LTN 24 meses,3000000,LTN,0,2017-12-01
1003,0,2018-04-01,0.0,0,1000000,6.802,Venda,2017-11-30,979070000.0,LTN 6 meses,1000000,LTN,0,2017-12-01
1029,"151770027,34",2018-10-01,0.0,160000,1000000,6.8188,Venda,2017-12-07,948314099.4,LTN 12 meses,1000000,LTN,0,2017-12-08
1029,434758490,2019-10-01,0.0,500000,2500000,8.0938,Venda,2017-12-07,2173120705.1,LTN 24 meses,2500000,LTN,0,2017-12-08
1029,"289089467,99",2021-07-01,0.0,400000,2000000,9.6259,Venda,2017-12-07,1444917312.07,LTN 48 meses,2000000,LTN,0,2017-12-08
1026,-,2025-01-01,0.0,-,0,0.0,Compra,2017-12-07,0.0,,150000,NTN-F,0,2017-12-08
1026,-,2027-01-01,0.0,-,0,0.0,Compra,2017-12-07,0.0,NTN-F 10 anos,150000,NTN-F,0,2017-12-08
1030,"62878631,76",2023-01-01,0.0,59997,300000,9.9238,Venda,2017-12-07,314289990.08,NTN-F 7 anos,300000,NTN-F,0,2017-12-08
1030,"120393116,35",2027-01-01,0.0,116998,750000,10.298,Venda,2017-12-07,771461069.75,NTN-F 10 anos,750000,NTN-F,0,2017-12-08
